,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Time
0,2.0307602494127015,-0.11171892314147057,-1.7450047581526116,0.17181744797246304,0.3289523534816332,-1.0888543118290808,0.4825557172889787,-0.4488206424307541,0.4769313412661649,-0.06598749293996406,-0.8585101469531611,0.6268166092655889,0.6666883324481626,0.32314471515435556,0.11081481929756533,-0.5053672058968893,-0.33418069091716723,-0.4436037647671699,0.10939789056659202,-0.10357201998695142,0.17581561405271007,0.6499871068423934,-0.06256259998852219,0.22274588881337756,0.3570716547988071,0.24535747077374911,-0.06171412106994095,-0.06085768342176072,-0.18418417102252602,0.9616180594072408
1,-1.0918854892196361,0.36879169796068656,0.3775621299187107,-3.032974269992016,-0.007871567611666394,-0.9902235586899186,0.498496172117445,0.07831924352461934,1.2448898889483182,-1.8933735841095374,-0.7241183193495259,0.7970714547760271,0.1712960207832252,0.10805615006579272,0.1577323228144972,-0.2620936206906421,-0.5453437922355667,0.058591848382353796,0.09265459306946086,-0.14086880119355324,0.036085389879054006,0.10055048154424118,-0.10739514456368543,0.019047333130187326,0.04920315366503361,-0.6730920498983461,-0.03449236189992621,0.010559260171450912,-0.1772139249628709,0.6031512950041187
2,-0.48758110465387544,0.8689852268899885,-0.35734049340663415,0.05621878682091518,0.77104106762617,-0.8855223654001234,1.10698821109445,-0.12825188419587927,-0.17403242533258517,-0.21001727132312323,-1.3838462439882873,-0.8183590903911345,-1.4959944942580974,0.7716267057975857,0.04902087777565745,-0.6277760357330643,-0.10165075084935547,0.028911915084231767,0.372353741216915,-0.12171000714171619,0.21846178088404583,0.6316379788489984,-0.18793486741368937,0.06652877778886657,-0.07343123063305433,-0.14219551777455525,0.0764582171602618,0.08790714717599239,-0.20237053012872064,0.93657345076544
3,-1.0439378765486984,0.6257399772953589,1.3184527774638508,-0.5385394438079701,0.5740567158083059,-0.6104979474238779,0.7429748638661273,0.05358008133387734,-0.6701478230855277,-0.5314999287535878,1.2268399699218921,0.6728674567691868,-0.11412768723326756,0.20738722237139934,-0.3289009902631129,0.463832033031915,-0.6536516921386769,-0.04666737164460679,-0.575600488469217,-0.04372300001903039,-0.03412959699177844,-0.2903199868877957,-0.05811478923218066,0.08306999338891083,-0.06649346878463819,-0.07045028134991826,-0.06050600326355615,0.00036996685223271756,-0.20380966399692377,-0.7563110139279277
4,-3.057421634000231,-2.0179882556112325,0.9888951557514218,3.8742270461455557,2.9985204525672398,-0.5621066105994753,-0.7428141189666827,0.21524030401925076,-1.2321417247057898,1.2959170698211853,-0.4589144110696652,-0.3837801967585339,0.08687905602910327,0.1963754433888525,-0.5455262840235757,0.5218597859060499,-0.44597564857499045,0.20946331133357188,-0.30229123791745716,-0.010608570495787534,0.10213446637843954,0.307050375636021,0.45552387583629994,-0.06113174059565041,-0.12585961834959386,0.16013504355675473,0.07482467234181421,0.0009254056750035411,0.009465280439002246,0.4913075572732931
5,1.2115469763590452,0.11136327303188027,-0.15932324152591879,0.26995692697398854,0.29745918593620363,0.12249602012208088,0.04607723696815358,0.004734134178476668,-0.21739351990794056,0.0204093316333269,0.5499669548786478,0.7993364767881411,0.6647405159432727,0.2292191065052944,0.39428024422505437,0.6828889344374967,-0.8855679011316077,0.24160953530460252,0.48682038053652615,0.03212432902871289,-0.1964073687313955,-0.6566049630236389,-0.10094406913252295,-0.9415801980668247,0.41044086862375595,0.20326443382201137,-0.03605534670034505,0.0020432924191071556,-0.20688322584577976,-0.7870419460147073
6,-0.5508696763468617,0.6520613182436026,-1.3403512092604044,-1.7541956320675112,2.9796746471369047,3.3432197295267057,0.271312081876467,0.9168879192452122,-0.1054975268761485,-0.5218813041465648,-0.12245769729136514,-0.014404958560789792,-0.39793770181525867,-0.10455830508679313,0.02712774271697482,-0.08035856945955362,-0.0826809278169879,-0.6035125461957027,-0.2613874517037064,0.015376166393511664,-0.20367156612336115,-0.776088016553004,0.09912682367113339,0.6535048472482755,-0.2902186509692527,0.1343234293306984,0.06976388515309634,0.03095751074560064,-0.27914796541574877,0.9989060421602963
7,-5.998178368224998,4.798161747470051,-4.25306046138518,-1.1398143890029713,-2.732004040600448,-0.5639735168274861,-2.9195879887361467,4.152390631230513,0.1728374752138068,0.28013480395065365,-0.9980155939969444,1.8801489751847111,0.41245841307712544,2.394351581193357,-0.36951981844487186,1.0632869785774892,1.125877752436978,0.3122793226380469,-0.42146323784873735,0.021653415033867345,0.17554556840961516,-0.05886563934432618,0.46650100080659085,-0.00018368321909477566,0.2902946411771537,0.15531130169589505,-0.3247837755683912,0.0031519950748567917,-0.31106525893669246,0.6119044758616397
8,-4.728594495019031,-10.99995633982038,-3.9223945467072205,2.4190011172094255,-3.6121998258482866,1.0242140375146704,3.676985336890504,-0.8274945780678805,-0.406139425933753,-1.0651563974250506,0.07446938856180257,0.05347192859334475,0.12326005953693749,0.8803969180597249,0.2541639273617753,0.1412298141281883,0.3422158977817501,0.19723992142586488,-1.0436711463758515,6.404386124298535,1.9372941401128498,-1.6136674354738594,-3.0088291480849687,0.11447442468909313,-1.0128653958516978,-0.251202703179966,-0.60871072802873,0.5541541847716325,12.767661092078168,-0.1510467933318243
9,-5.41493666019996,4.076713105086111,-0.503943442256865,-1.8588036957737513,-0.9972536962113114,-0.45655494748864933,0.33068209267339266,0.1169267219103622,4.202562107715749,6.09563262277482,0.806021627712785,-0.20080248706998402,-0.16609545922793165,-1.5717897951316702,0.32501078016808765,-0.3532571686913346,-0.5599637905529736,-0.39556312961873014,-0.9189815016489433,2.373982309099629,-0.8090839050352592,-0.5169678174486297,0.08010177737561049,-0.09804418467194322,0.7121739811889266,0.38419590488859096,1.0711769719107336,0.3096170407365325,-0.29725338057717016,-0.8166197231699789
